ticker,representative,transaction_type,transaction_date,price_change
GWW,Jared Moskowitz,Purchase,2024-07-05,663.42
ALL,Jared Moskowitz,Sale,2024-07-05,3032.25
NVDA,Jared Moskowitz,Purchase,2024-07-05,-646.11
LIN,Jared Moskowitz,Purchase,2024-07-05,518.91
ORCL,Jared Moskowitz,Purchase,2024-07-05,510.94
NOC,Jared Moskowitz,Sale,2024-07-05,1287.93
CMCSA,Jared Moskowitz,Sale,2024-07-05,-293.19
AVGO,Jared Moskowitz,Purchase,2024-07-05,1252.21
ZTS,Jared Moskowitz,Sale,2024-07-05,-681.87
IVV,John Boozman,Sale (Partial),2024-07-04,158.13
JNJ,Sheldon Whitehouse,Sale (Full),2024-07-03,1231.38
ACI,Jonathan Jackson,Sale,2024-07-03,633.8
MCD,Sheldon Whitehouse,Sale (Full),2024-07-03,2217.6
JNJ,Sheldon Whitehouse,Sale (Full),2024-07-03,1231.38
CPNG,Jonathan Jackson,Purchase,2024-07-03,1162.12
NKE,Kathy Manning,Sale,2024-07-02,-1065.23
CRM,Kathy Manning,Purchase,2024-07-02,953.59
CRM,Kathy Manning,Purchase,2024-07-02,953.59
AON,Kathy Manning,Sale,2024-07-02,3206.69
NVDA,Kathy Manning,Sale,2024-07-02,-405.15
MSCI,Kathy Manning,Purchase,2024-07-02,1447.64
ODFL,Rick Larsen,Purchase,2024-07-02,-930.45
TJX,Kathy Manning,Purchase,2024-07-02,537.21
AMGN,Kathy Manning,Purchase,2024-07-02,169.58
GRMN,Kathy Manning,Purchase,2024-07-02,3015.67
GRMN,Kathy Manning,Purchase,2024-07-02,3015.67
APD,Kathy Manning,Sale,2024-07-02,1619.52
GOOG,Kathy Manning,Sale,2024-07-02,-1091.05
MSFT,Kathy Manning,Purchase,2024-07-02,-1481.01
MRK,Kathy Manning,Purchase,2024-07-02,-2709.83
GOOGL,Kathy Manning,Sale,2024-07-02,-1147.16
JNJ,Kathy Manning,Purchase,2024-07-02,1205.23
NVDA,Kathy Manning,Sale,2024-07-02,-405.15
QCOM,Kathy Manning,Purchase,2024-07-02,-2165.27
GOOGL,Kathy Manning,Sale,2024-07-02,-1147.16
GOOGL,Kathy Manning,Sale,2024-07-02,-1147.16
CME,Kathy Manning,Sale,2024-07-02,3362.59
HIG,Rick Larsen,Sale,2024-07-02,1921.42
MA,Kathy Manning,Purchase,2024-07-02,2047.45
CB,Kathy Manning,Sale,2024-07-02,1403.14
MA,Kathy Manning,Purchase,2024-07-02,2047.45
COST,Kathy Manning,Purchase,2024-07-02,580.66
MICRD,Kathy Manning,Purchase,2024-07-02,-9998.18
LRCX,Kathy Manning,Purchase,2024-07-02,-2930.78
APD,Kathy Manning,Sale,2024-07-02,1619.52
PG,Kathy Manning,Purchase,2024-07-02,170.23
ABT,Kathy Manning,Purchase,2024-07-02,2242.25
MSFT,Kathy Manning,Purchase,2024-07-02,-1481.01
CME,Kathy Manning,Sale,2024-07-02,3362.59
PKG,Kathy Manning,Purchase,2024-07-02,952.06
CAT,Kathy Manning,Sale,2024-07-02,244.69
LDOS,Gerald E. Connolly,Sale,2024-07-02,-824.76
SAIC,Gerald E. Connolly,Sale,2024-07-02,-906.75
CRM,Kathy Manning,Purchase,2024-07-02,953.59
ACN,Kathy Manning,Sale,2024-07-02,49.04
ACN,Kathy Manning,Sale,2024-07-02,49.04
MSCI,Kathy Manning,Purchase,2024-07-02,1447.64
GOOG,Kathy Manning,Sale,2024-07-02,-1091.05
CNC,Kathy Manning,Purchase,2024-07-02,-1101.37
CNC,Kathy Manning,Purchase,2024-07-02,-1101.37
SYY,Kathy Manning,Purchase,2024-07-02,73.66
HD,Kathy Manning,Purchase,2024-07-02,483.03
AAPL,Kathy Manning,Purchase,2024-07-02,-90.8
GRMN,Kathy Manning,Purchase,2024-07-02,3015.67
NKE,Kathy Manning,Sale,2024-07-02,-1065.23
V,Kathy Manning,Purchase,2024-07-02,2513.89
LMT,Kathy Manning,Sale,2024-07-02,-558.3
D,Gerald E. Connolly,Sale,2024-07-02,1238.15
INTU,Kathy Manning,Sale,2024-07-02,-795.16
AON,Kathy Manning,Sale,2024-07-02,3206.69
NKE,Kathy Manning,Sale,2024-07-02,-1065.23
IXNZF,Jamie Raskin,Sale,2024-07-02,
ABT,Kathy Manning,Purchase,2024-07-02,2242.25
V,Kathy Manning,Purchase,2024-07-02,2513.89
MDT,Kathy Manning,Sale,2024-07-02,1675.07
MSFT,Kathy Manning,Purchase,2024-07-02,-1481.01
AON,Kathy Manning,Sale,2024-07-02,3206.69
HD,Kathy Manning,Purchase,2024-07-02,483.03
EXPD,Kathy Manning,Purchase,2024-07-02,-405.87
AAPL,Kathy Manning,Purchase,2024-07-02,-90.8
LMT,Kathy Manning,Sale,2024-07-02,-558.3
NVDA,Kathy Manning,Sale,2024-07-02,-405.15
JNJ,Kathy Manning,Purchase,2024-07-02,1205.23
WMT,Kathy Manning,Sale,2024-07-02,2631.12
GS,Rick Larsen,Purchase,2024-07-02,2137.63
CB,Kathy Manning,Sale,2024-07-02,1403.14
CB,Kathy Manning,Sale,2024-07-02,1403.14
AAPL,Kathy Manning,Purchase,2024-07-02,-90.8
WM,Rick Larsen,Sale,2024-07-02,737.1
HD,Kathy Manning,Purchase,2024-07-02,483.03
ABBV,Kathy Manning,Purchase,2024-07-02,2654.25
GOOG,Josh Gottheimer,Purchase,2024-07-01,-988.67
JNJ,Jared Moskowitz,Purchase,2024-07-01,1173.86
V,Nancy Pelosi,Sale,2024-07-01,2751.1
META,Josh Gottheimer,Sale,2024-07-01,1814.42
TD,Jared Moskowitz,Sale,2024-07-01,914.92
NFLX,Josh Gottheimer,Sale,2024-07-01,4255.88
SNA,Jared Moskowitz,Purchase,2024-07-01,2766.45
GOOG,Jared Moskowitz,Purchase,2024-07-01,-988.67
LLY,Josh Gottheimer,Sale,2024-07-01,-839.92
HUBS,Josh Gottheimer,Sale,2024-07-01,231.02
MA,Josh Gottheimer,Sale,2024-07-01,2241.27
MDLZ,Jared Moskowitz,Purchase,2024-07-01,-111.89
TT,Josh Gottheimer,Sale,2024-07-01,802.22
WEC,Jared Moskowitz,Sale,2024-07-01,3748.23
ELV,Jared Moskowitz,Purchase,2024-07-01,-2008.42
BBY,Jared Moskowitz,Sale,2024-07-01,-1060.88
AVGO,Shelley Moore Capito,Purchase,2024-07-01,1680.89
EFC$D,Virginia Foxx,Purchase,2024-07-01,
NGL,Mark Dr Green,Sale,2024-07-01,-790.51
TSCO,Jared Moskowitz,Purchase,2024-07-01,-203.18
TSLA,Josh Gottheimer,Sale,2024-07-01,1851.23
REGN,Josh Gottheimer,Sale,2024-07-01,-3770.41
APH,Josh Gottheimer,Sale,2024-07-01,-136.26
FDS,Jared Moskowitz,Purchase,2024-07-01,527.78
JPM,Jared Moskowitz,Purchase,2024-07-01,1761.01
INTU,Josh Gottheimer,Sale,2024-07-01,-718.07
LMT,Jared Moskowitz,Purchase,2024-07-01,-573.28
NOC,Jared Moskowitz,Sale,2024-07-01,1280.92
PNC,Jared Moskowitz,Sale,2024-07-01,1118.87
NEE,Jared Moskowitz,Purchase,2024-07-01,140.2
MCK,Josh Gottheimer,Sale,2024-07-01,1276.22
AZO,Josh Gottheimer,Sale,2024-07-01,2730.7
KO,Lloyd Doggett,Purchase,2024-07-01,851.77
MAR,Josh Gottheimer,Sale,2024-06-28,-177.03
LMT,Kevin Hern,Purchase,2024-06-28,-586.6
MSFT,Josh Gottheimer,Purchase,2024-06-28,-1246.0
LOW,Josh Gottheimer,Sale,2024-06-28,299.83
NVDA,Josh Gottheimer,Purchase,2024-06-28,-472.72
AVGO,Josh Gottheimer,Purchase,2024-06-28,1937.49
DE,Josh Gottheimer,Sale,2024-06-28,2644.33
AAPL,Josh Gottheimer,Purchase,2024-06-28,363.21
DVN,Kevin Hern,Purchase,2024-06-28,-2373.42
DVN,Kevin Hern,Purchase,2024-06-28,-2373.42
DAL,Morgan Mcgarvey,Purchase,2024-06-28,-141.23
SPG,Victoria Spartz,Purchase,2024-06-28,678.52
AEIS,Josh Gottheimer,Purchase,2024-06-27,-223.83
APD,Shelley Moore Capito,Sale (Full),2024-06-27,1086.4
SPXC,Josh Gottheimer,Sale,2024-06-27,-488.1
STRL,Josh Gottheimer,Purchase,2024-06-27,611.75
PRIM,Josh Gottheimer,Sale,2024-06-27,2428.21
GS,Sheldon Whitehouse,Purchase,2024-06-27,2672.44
CVS,Earl Blumenauer,Sale,2024-06-27,1489.03
TLH,John Boozman,Purchase,2024-06-26,-15.44
KLAC,John James,Sale,2024-06-26,-1313.29
IEF,John Boozman,Sale (Partial),2024-06-26,114.97
SCHP,John Boozman,Purchase,2024-06-26,236.13
TEL,Josh Gottheimer,Purchase,2024-06-26,-112.96
NVDA,Nancy Pelosi,Purchase,2024-06-26,-688.29
JMBS,John Boozman,Purchase,2024-06-26,84.88
CRM,Josh Gottheimer,Sale,2024-06-26,1541.02
SHY,John Boozman,Sale (Partial),2024-06-26,122.58
ABNB,Josh Gottheimer,Sale,2024-06-26,-1413.33
UNH,Kevin Hern,Purchase,2024-06-25,667.7
"1.MONTH, MATURE",Rudy Yakym Iii,Purchase,2024-06-25,
TEL,Josh Gottheimer,Purchase,2024-06-25,-222.09
VZ,Josh Gottheimer,Sale,2024-06-25,708.37
ISRG,Josh Gottheimer,Purchase,2024-06-25,1134.5
AVGO,Nancy Pelosi,Purchase,2024-06-24,2037.36
CRWD,Marjorie Taylor Mrs Greene,Purchase,2024-06-24,-415.16
NSRGY,Marjorie Taylor Mrs Greene,Purchase,2024-06-24,-220.06
NMVZX,John Boozman,Sale (Full),2024-06-24,
LULU,Marjorie Taylor Mrs Greene,Purchase,2024-06-24,331.11
ASML,Marjorie Taylor Mrs Greene,Purchase,2024-06-24,-2852.17
WMB,Kevin Hern,Purchase,2024-06-24,3825.1
COST,Marjorie Taylor Mrs Greene,Purchase,2024-06-24,720.38
NEE,Marjorie Taylor Mrs Greene,Purchase,2024-06-24,-402.17
DALCX,John Boozman,Purchase,2024-06-24,
TSLA,Nancy Pelosi,Sale,2024-06-24,3621.97
HQY,Josh Gottheimer,Sale,2024-06-21,148.25
TXN,Josh Gottheimer,Sale,2024-06-21,-845.39
ALFVY,Josh Gottheimer,Sale,2024-06-21,209.76
DBSDY,Josh Gottheimer,Sale,2024-06-21,2999.33
LOW,Josh Gottheimer,Sale,2024-06-21,-66.49
ATLKY,Josh Gottheimer,Sale,2024-06-21,-1173.96
NSRGY,Josh Gottheimer,Sale,2024-06-21,-130.58
LIN,Josh Gottheimer,Sale,2024-06-21,351.89
TSM,Josh Gottheimer,Sale,2024-06-21,159.23
IBN,Josh Gottheimer,Sale,2024-06-21,1292.42
UPS,Josh Gottheimer,Sale,2024-06-21,-1573.94
CENTA,Josh Gottheimer,Sale,2024-06-21,-945.3
CCI,Josh Gottheimer,Sale,2024-06-21,1024.87
ITT,Josh Gottheimer,Sale,2024-06-21,392.46
AIQUY,Josh Gottheimer,Sale,2024-06-21,869.53
SF,Josh Gottheimer,Sale,2024-06-21,2243.96
IFNNY,Josh Gottheimer,Sale,2024-06-21,-112.85
BRK.B,Josh Gottheimer,Sale,2024-06-21,2741.32
ALIZY,Josh Gottheimer,Sale,2024-06-21,3711.71
HSHCY,Josh Gottheimer,Sale,2024-06-21,-630.76
NSC,Josh Gottheimer,Sale,2024-06-21,305.95
TXRH,Josh Gottheimer,Sale,2024-06-21,-31.1
MSFT,Josh Gottheimer,Sale,2024-06-21,-1301.08
AAPL,Josh Gottheimer,Sale,2024-06-21,519.54
FIS,Josh Gottheimer,Sale,2024-06-21,-343.6
PAYX,Josh Gottheimer,Sale,2024-06-21,1354.4
D,Josh Gottheimer,Sale,2024-06-21,1085.15
BBVA,Josh Gottheimer,Sale,2024-06-21,4517.45
HLN,Josh Gottheimer,Sale,2024-06-21,1995.33
APD,Josh Gottheimer,Sale,2024-06-21,686.67
BHP,Josh Gottheimer,Sale,2024-06-21,-1313.18
RHP,Josh Gottheimer,Sale,2024-06-21,-515.96
MTDR,Josh Gottheimer,Sale,2024-06-21,-978.98
VZ,Josh Gottheimer,Sale,2024-06-21,931.91
DSGX,Josh Gottheimer,Sale,2024-06-21,716.18
FAST,Josh Gottheimer,Sale,2024-06-21,1437.1
NTDOY,Josh Gottheimer,Sale,2024-06-21,3710.41
SONVY,Josh Gottheimer,Sale,2024-06-21,26.41
ASAZY,Josh Gottheimer,Sale,2024-06-21,804.02
TCEHY,Josh Gottheimer,Sale,2024-06-21,3489.33
HDB,Josh Gottheimer,Sale,2024-06-21,175.05
RIO,Josh Gottheimer,Sale,2024-06-21,-664.16
CSCO,Josh Gottheimer,Sale,2024-06-21,2751.11
SHEL,Josh Gottheimer,Sale,2024-06-21,152.99
RHHBY,Josh Gottheimer,Sale,2024-06-21,2278.73
LRLCY,Josh Gottheimer,Sale,2024-06-21,-1909.81
XNGSY,Josh Gottheimer,Sale,2024-06-21,-742.38
BLK,Josh Gottheimer,Sale,2024-06-21,2083.93
PGR,Josh Gottheimer,Sale,2024-06-21,3043.64
SAP,Josh Gottheimer,Sale,2024-06-21,4036.36
PRIM,Josh Gottheimer,Sale,2024-06-21,1871.62
ITCI,Josh Gottheimer,Sale,2024-06-21,7191.17
INSM,Josh Gottheimer,Sale,2024-06-21,1754.67
JNJ,Josh Gottheimer,Sale,2024-06-21,1000.34
SYIEY,Josh Gottheimer,Sale,2024-06-21,-1791.81
SKY,Josh Gottheimer,Sale,2024-06-21,3195.57
APPF,Josh Gottheimer,Sale,2024-06-21,-709.6
MRK,Josh Gottheimer,Sale,2024-06-21,-2877.14
ALC,Josh Gottheimer,Sale,2024-06-21,161.58
MTX,Josh Gottheimer,Sale,2024-06-21,-2234.41
LIN,Kevin Hern,Purchase,2024-06-21,351.89
MTSI,Josh Gottheimer,Sale,2024-06-21,105.89
SBGSY,Josh Gottheimer,Sale,2024-06-21,344.54
CHGCY,Josh Gottheimer,Sale,2024-06-21,4333.75
MFC,Josh Gottheimer,Sale,2024-06-21,1848.97
CINF,Josh Gottheimer,Sale,2024-06-21,2639.53
FMX,Josh Gottheimer,Sale,2024-06-21,-876.81
AAGIY,Josh Gottheimer,Sale,2024-06-21,922.48
EPOKY,Josh Gottheimer,Sale,2024-06-21,245.34
SPXC,Josh Gottheimer,Sale,2024-06-21,-695.72
SCHW,Josh Gottheimer,Sale,2024-06-21,688.57
MELI,Josh Gottheimer,Sale,2024-06-21,3095.03
MEDP,Josh Gottheimer,Sale,2024-06-21,-1975.1
CVX,Josh Gottheimer,Sale,2024-06-21,609.87
ISRG,Greg Landsman,Purchase,2024-06-20,1385.74
CMCSA,John Boozman,Sale (Full),2024-06-20,-290.62
URI,Greg Landsman,Sale,2024-06-20,-173.02
AGCO,Kevin Hern,Purchase,2024-06-20,-777.69
MSFT,John Boozman,Purchase,2024-06-20,-1221.45
XP,Josh Gottheimer,Sale,2024-06-18,-1304.6
SBUX,Josh Gottheimer,Sale,2024-06-18,2103.49
MDT,John James,Purchase,2024-06-18,1326.65
DASTY,Josh Gottheimer,Sale,2024-06-18,895.64
SONY,Josh Gottheimer,Sale,2024-06-18,5842.02
SWTX,Josh Gottheimer,Sale,2024-06-18,3777.96
FCX,Josh Gottheimer,Sale,2024-06-18,-1560.08
AMD,Josh Gottheimer,Sale,2024-06-18,-3116.47
DEO,Josh Gottheimer,Sale,2024-06-18,-1727.34
FLYW,Josh Gottheimer,Sale,2024-06-18,-3528.27
ALGT,Josh Gottheimer,Sale,2024-06-18,399.24
ABEV,Josh Gottheimer,Sale,2024-06-18,1346.15
IART,Josh Gottheimer,Sale,2024-06-18,-2244.83
ATRC,Josh Gottheimer,Sale,2024-06-18,5820.75
SQ,Josh Gottheimer,Sale,2024-06-18,4048.47
SHLS,Josh Gottheimer,Sale,2024-06-18,-5188.95
DHI,Josh Gottheimer,Sale,2024-06-18,-757.53
NOC,Josh Gottheimer,Sale,2024-06-18,1523.85
VIAV,Josh Gottheimer,Sale,2024-06-18,5431.61
PPBI,Josh Gottheimer,Sale,2024-06-18,261.03
DAVA,Josh Gottheimer,Sale,2024-06-18,-1263.16
GMAB,Josh Gottheimer,Sale,2024-06-18,-2341.09
SGIOY,Josh Gottheimer,Sale,2024-06-18,1828.12
NEE,Kevin Hern,Purchase,2024-06-17,-197.76
"GLAS FUNDS, LP",Max Miller,Purchase,2024-06-14,
PYCR,Josh Gottheimer,Sale,2024-06-14,9235.4
JNJ,Richard W. Allen,Sale,2024-06-13,1249.91
RTX,Kevin Hern,Purchase,2024-06-13,2603.07
HD,Kevin Hern,Purchase,2024-06-13,94.0
IWB,Markwayne Mullin,Sale (Partial),2024-06-13,477.88
AAPL,Debbie Dingell,Sale,2024-06-13,188.11
HD,Sheldon Whitehouse,Purchase,2024-06-13,94.0
MSFT,Sheldon Whitehouse,Purchase,2024-06-13,-1139.54
WU,Kathy Manning,Sale,2024-06-13,-1460.67
HD,Lloyd Doggett,Purchase,2024-06-13,94.0
HD,Kevin Hern,Purchase,2024-06-13,94.0
ADBE,Josh Gottheimer,Sale,2024-06-13,-1558.18
PH,Markwayne Mullin,Purchase,2024-06-12,1672.55
ICLR,John James,Purchase,2024-06-12,-4218.84
PPG,Lloyd Doggett,Purchase,2024-06-12,-1509.09
IFNNY,Josh Gottheimer,Sale,2024-06-12,-1346.66
IWB,Markwayne Mullin,Sale (Partial),2024-06-12,483.55
AAPL,Debbie Dingell,Sale,2024-06-12,244.05
NKE,Markwayne Mullin,Sale (Partial),2024-06-12,-2747.65
GBOOY,Josh Gottheimer,Purchase,2024-06-12,289.74
AAPL,Debbie Dingell,Sale,2024-06-12,244.05
CMCSA,Markwayne Mullin,Sale (Partial),2024-06-12,-285.49
IBM,Lloyd Doggett,Purchase,2024-06-10,4313.3
EMR,Kevin Hern,Purchase,2024-06-10,402.83
ROK,Kevin Hern,Purchase,2024-06-10,139.48
XOM,Kevin Hern,Purchase,2024-06-10,214.01
XOM,Kevin Hern,Purchase,2024-06-10,214.01
MAR,Josh Gottheimer,Sale,2024-06-07,276.5
BOOT,Josh Gottheimer,Sale,2024-06-06,-1862.47
IBKR,Morgan Mcgarvey,Purchase,2024-06-06,4139.14
FMAO,Robert E. Latta,Purchase,2024-06-06,1846.6
NKE,Thomas H. Kean Jr.,Purchase,2024-06-06,-2902.21
NVST,Pete Sessions,Sale,2024-06-06,-965.29
JNJ,Kevin Hern,Purchase,2024-06-04,1071.04
GEM,John Boozman,Purchase,2024-06-04,614.88
JNJ,Lloyd Doggett,Purchase,2024-06-04,1071.04
LHX,Abigail Spanberger,Sale,2024-06-04,-825.36
MDY,John Boozman,Sale (Partial),2024-06-04,68.32
EFA,John Boozman,Sale (Partial),2024-06-04,289.02
VEA,John Boozman,Purchase,2024-06-04,266.27
NMVZX,John Boozman,Purchase,2024-06-04,
SPY,John Boozman,Purchase,2024-06-04,673.56
WFC,A. Mitchell Jr. McConnell,Purchase,2024-06-04,2354.34
LLY,Greg Landsman,Sale,2024-06-03,75.91
DG,John James,Sale,2024-06-03,-4005.45
MNST,John James,Sale,2024-06-03,1044.52
APD,John James,Purchase,2024-06-03,765.57
FWONK,John Hickenlooper,Sale (Full),2024-06-03,1367.31
AXP,John James,Sale,2024-06-03,1419.71
AMZN,Greg Landsman,Purchase,2024-06-03,1002.02
CAH,John James,Purchase,2024-06-03,3253.94
NGL,Mark Dr Green,Sale,2024-06-03,-1965.52
URI,Greg Landsman,Purchase,2024-06-03,-146.66
PH,Greg Landsman,Purchase,2024-06-03,2124.81
MDT,John James,Sale,2024-06-03,999.76
FWONK,John Hickenlooper,Purchase,2024-06-03,1367.31
NVDA,Greg Landsman,Sale,2024-06-03,234.78
NVDA,Morgan Mcgarvey,Purchase,2024-05-31,735.82
EFA,John Boozman,Sale (Partial),2024-05-31,305.49
GIGB,John Boozman,Purchase,2024-05-31,147.12
IVW,John Boozman,Sale (Partial),2024-05-31,959.58
CRM,Josh Gottheimer,Sale,2024-05-30,2871.89
NVDA,Greg Landsman,Sale,2024-05-29,250.38
BWIN,Josh Gottheimer,Purchase,2024-05-29,2612.07
AXP,John James,Sale,2024-05-29,1465.2
COR,Greg Landsman,Purchase,2024-05-29,2208.07
AAPL,Greg Landsman,Sale,2024-05-29,1470.39
MSFT,Greg Landsman,Sale,2024-05-29,-883.33
APD,John James,Purchase,2024-05-29,1205.67
XOM,Greg Landsman,Sale,2024-05-29,164.57
AMSF,Josh Gottheimer,Sale,2024-05-29,1900.6
TEL,Greg Landsman,Purchase,2024-05-29,-122.98
ULTA,Greg Landsman,Purchase,2024-05-29,-732.53
VLTO,Greg Landsman,Sale,2024-05-29,-78.14
GOOGL,Greg Landsman,Sale,2024-05-29,-677.09
INSM,Josh Gottheimer,Sale,2024-05-28,6629.21
BDX,Thomas H. Kean Jr.,Purchase,2024-05-24,62.94
META,Josh Gottheimer,Sale,2024-05-23,2801.11
NTDOY,Josh Gottheimer,Purchase,2024-05-22,3638.41
UMBF,Josh Gottheimer,Purchase,2024-05-22,2129.65
NVDA,Stephen F. Lynch,Purchase,2024-05-22,2396.0
TGT,Thomas R. Carper,Purchase,2024-05-22,-2736.79
FI,Thomas H. Kean Jr.,Purchase,2024-05-22,4294.42
KMI,Marjorie Taylor Mrs Greene,Purchase,2024-05-21,4148.94
SCHW,Marjorie Taylor Mrs Greene,Purchase,2024-05-21,-64.64
SO,Marjorie Taylor Mrs Greene,Purchase,2024-05-21,1200.8
CAT,Marjorie Taylor Mrs Greene,Purchase,2024-05-21,-648.62
"4.WEEK, MATURE",Rudy Yakym Iii,Purchase,2024-05-21,
HTGC,Virginia Foxx,Purchase,2024-05-21,-203.67
TXN,Kevin Hern,Purchase,2024-05-21,-1005.48
NVDA,Pete Sessions,Sale,2024-05-21,2339.34
TXN,Kevin Hern,Purchase,2024-05-21,-1005.48
AAPL,Marjorie Taylor Mrs Greene,Purchase,2024-05-21,1347.54
AMD,Marjorie Taylor Mrs Greene,Purchase,2024-05-21,-3535.77
BX,Josh Gottheimer,Sale,2024-05-20,1799.95
CTAS,Richard W. Allen,Purchase,2024-05-20,963.78
ALGN,Josh Gottheimer,Sale,2024-05-20,-3695.41
FWONK,John Hickenlooper,Purchase,2024-05-20,1914.54
ET,Virginia Foxx,Purchase,2024-05-20,1531.31
FWONK,John Hickenlooper,Sale (Full),2024-05-20,1914.54
BKNG,Josh Gottheimer,Purchase,2024-05-20,2251.86
AESI,Chip Roy,Sale,2024-05-20,-2646.34
SBUX,Richard W. Allen,Sale,2024-05-20,2518.7
HLN,Josh Gottheimer,Purchase,2024-05-20,2079.91
MNST,Josh Gottheimer,Sale,2024-05-20,696.16
MSFT,William R. Keating,Sale,2024-05-17,-688.94
CVS,William R. Keating,Sale,2024-05-17,1624.48
J,William R. Keating,Sale,2024-05-17,-1113.31
AMZN,William R. Keating,Purchase,2024-05-17,623.17
AZO,William R. Keating,Sale,2024-05-17,2361.06
ACN,Kevin Hern,Purchase,2024-05-17,56.98
ACN,William R. Keating,Sale,2024-05-17,56.98
CLPBY,Josh Gottheimer,Purchase,2024-05-17,-1496.82
GOOGL,William R. Keating,Sale,2024-05-17,-685.56
LOW,William R. Keating,Sale,2024-05-17,-174.81
ABNB,William R. Keating,Sale,2024-05-17,-1157.49
VIG,Thomas R. Carper,Purchase,2024-05-16,573.98
PRF,Thomas R. Carper,Sale (Full),2024-05-16,527.68
ICOW,Thomas R. Carper,Purchase,2024-05-16,-210.62
EFAD,Thomas R. Carper,Sale (Full),2024-05-16,120.44
EFAD,Thomas R. Carper,Sale (Full),2024-05-16,120.44
CCI,John James,Purchase,2024-05-16,227.84
COWZ,Thomas R. Carper,Purchase,2024-05-16,-160.97
PERI,Debbie Wasserman Schultz,Purchase,2024-05-16,-3244.81
VEA,Thomas R. Carper,Purchase,2024-05-16,221.92
VEA,Thomas R. Carper,Purchase,2024-05-16,221.92
FDRR,Thomas R. Carper,Sale (Partial),2024-05-16,698.25
UBER,Greg Landsman,Sale,2024-05-15,1383.97
FNFV.V,John James,Purchase,2024-05-15,
NWN,Earl Blumenauer,Purchase,2024-05-15,817.82
OKE,Kevin Hern,Purchase,2024-05-15,2172.53
SMDV,Thomas R. Carper,Sale (Full),2024-05-15,82.77
OKE,Kevin Hern,Purchase,2024-05-15,2172.53
MMC,Kevin Hern,Purchase,2024-05-15,1259.15
CALF,Thomas R. Carper,Purchase,2024-05-15,-1926.02
ARLP,Virginia Foxx,Purchase,2024-05-15,1508.11
PG,Lloyd Doggett,Purchase,2024-05-15,10.81
COST,Greg Landsman,Purchase,2024-05-15,1552.91
RPD,Josh Gottheimer,Sale,2024-05-15,-2816.15
MSFT,Josh Gottheimer,Sale,2024-05-14,-607.36
MSFT,Josh Gottheimer,Purchase,2024-05-14,-607.36
UBS,Mikie Sherrill,Sale,2024-05-14,855.44
MSFT,Josh Gottheimer,Purchase,2024-05-14,-607.36
MOO,Thomas R. Carper,Sale (Full),2024-05-14,-811.46
SLB,Gary Peters,Sale (Full),2024-05-14,-1569.31
CCL,Gary Peters,Sale (Full),2024-05-14,4421.49
MSFT,Josh Gottheimer,Sale,2024-05-14,-607.36
SOLV,Gary Peters,Sale (Full),2024-05-14,1362.52
IFF,Gary Peters,Sale (Full),2024-05-14,-1944.53
SRVR,Thomas R. Carper,Purchase,2024-05-14,896.23
UBS,Mikie Sherrill,Sale,2024-05-13,1031.0
CLF,Tommy Tuberville,Sale (Full),2024-05-13,-4677.97
CLF,Tommy Tuberville,Sale (Partial),2024-05-13,-4677.97
INTC,Tommy Tuberville,Sale (Full),2024-05-13,-2048.51
INTC,Tommy Tuberville,Sale (Partial),2024-05-13,-2048.51
GILD,Tommy Tuberville,Purchase,2024-05-10,6234.08
GILD,Tommy Tuberville,Purchase,2024-05-10,6234.08
INTC,Tommy Tuberville,Sale (Partial),2024-05-10,-1872.7
GILD,Tommy Tuberville,Purchase,2024-05-10,6234.08
RNMBY,Susie Lee,Purchase,2024-05-10,14666.55
CCI,Sheldon Whitehouse,Purchase,2024-05-10,691.39
KKR,Josh Gottheimer,Purchase,2024-05-10,1296.42
NGL,Mark Dr Green,Sale,2024-05-10,-1867.36
CLF,Tommy Tuberville,Purchase,2024-05-10,-4561.2
CLF,Tommy Tuberville,Sale (Partial),2024-05-10,-4561.2
CLF,Tommy Tuberville,Sale (Partial),2024-05-10,-4561.2
EXAS,Josh Gottheimer,Sale,2024-05-10,-1474.49
CLF,Tommy Tuberville,Sale (Partial),2024-05-10,-4561.2
CLF,Tommy Tuberville,Purchase,2024-05-10,-4561.2
CLF,Tommy Tuberville,Purchase,2024-05-10,-4561.2
CLF,Tommy Tuberville,Sale (Partial),2024-05-10,-4561.2
CLF,Tommy Tuberville,Purchase,2024-05-10,-4561.2
CLF,Tommy Tuberville,Sale (Partial),2024-05-10,-4561.2
CLF,Tommy Tuberville,Purchase,2024-05-10,-4561.2
PARA,Tommy Tuberville,Sale (Full),2024-05-10,-911.88
ARKK,Tommy Tuberville,Purchase,2024-05-10,1999.07
CLF,Tommy Tuberville,Purchase,2024-05-10,-4561.2
CLF,Tommy Tuberville,Purchase,2024-05-10,-4561.2
SBUX,Thomas R. Carper,Sale (Full),2024-05-09,2826.37
INTC,Tommy Tuberville,Purchase,2024-05-09,-1937.52
EMR,Thomas R. Carper,Purchase,2024-05-09,-214.55
INTA,Josh Gottheimer,Purchase,2024-05-09,6495.26
TTE,Thomas R. Carper,Sale (Full),2024-05-09,-1404.15
OXY,Thomas R. Carper,Purchase,2024-05-09,-2537.36
ATKR,Thomas R. Carper,Sale (Full),2024-05-09,-6114.56
KEY,Tommy Tuberville,Purchase,2024-05-09,709.55
SWTX,Josh Gottheimer,Purchase,2024-05-09,1615.83
